Project_ID,Project_Name,Sector,Lead_Contractor,Target_Budget_USD,Final_Cost_USD,Planned_Start,Planned_Duration_Days,Actual_End,Actual_Duration_Days,Cost_Variance,Schedule_Variance,CPI,Is_Over_Budget
PROJ-1825,Site Phase 9 Development,RESIDENTIAL,Delta Partners,4137738,5860249.46981922,2022-05-13,426,2023-08-08,452,-1722511.4698192198,-26,0.7060685763139778,1
PROJ-1826,Site Phase 2 Development,RESIDENTIAL,Vertex Infra,5176125,5087554.622586308,2022-06-12,535,2023-12-21,557,88570.37741369195,-22,1.0174092238775152,0
PROJ-1827,Site Phase 7 Development,RESIDENTIAL,Vertex Infra,2801180,3839571.3953549056,2022-08-03,454,2023-11-29,483,-1038391.3953549056,-29,0.7295553882365239,1
PROJ-1828,Site Phase 5 Development,RESIDENTIAL,Summit Const,3967490,7316662.031900012,2024-01-03,290,2025-02-10,404,-3349172.031900012,-114,0.5422541020347923,1
PROJ-1829,Site Phase 3 Development,INFRASTRUCTURE,Delta Partners,3492882,7135905.058941918,2022-08-23,243,2024-01-06,501,-3643023.0589419184,-258,0.4894798867346351,1
PROJ-1830,Site Phase 9 Development,COMMERCIAL,Delta Partners,5556012,6586753.053955942,2024-04-22,539,2025-11-16,573,-1030741.0539559424,-34,0.8435130259913283,1
PROJ-1831,Site Phase 6 Development,RESIDENTIAL,Apex Build,1208844,1415322.974239129,2023-10-20,162,2024-04-30,193,-206478.9742391291,-31,0.8541117624758892,1
PROJ-1832,Site Phase 1 Development,COMMERCIAL,Apex Build,4298380,6483178.676791676,2024-01-21,290,2025-01-04,349,-2184798.6767916763,-59,0.663005018724416,1
PROJ-1833,Site Phase 5 Development,INFRASTRUCTURE,Vertex Infra,2035495,2975623.0595878167,2023-08-11,385,2024-12-05,482,-940128.0595878167,-97,0.6840567367702671,1
PROJ-1834,Site Phase 7 Development,COMMERCIAL,Apex Build,1161018,2120590.681011451,2022-01-09,106,2022-06-17,159,-959572.681011451,-53,0.5474974545517823,1
PROJ-1835,Site Phase 4 Development,INFRASTRUCTURE,Vertex Infra,2023476,2325689.699424588,2022-03-15,218,2022-11-21,251,-302213.6994245881,-33,0.8700541609229466,1
PROJ-1836,Site Phase 8 Development,RESIDENTIAL,Apex Build,2113542,2341329.1807595366,2024-08-11,306,2025-07-14,337,-227787.18075953657,-31,0.9027103140252831,1
PROJ-1837,Site Phase 5 Development,COMMERCIAL,Apex Build,924150,1157237.4322915864,2023-05-07,150,2023-11-27,204,-233087.43229158642,-54,0.7985828786837446,1
PROJ-1838,Site Phase 9 Development,COMMERCIAL,Apex Build,2646564,2840746.0252729324,2024-07-01,516,2025-12-05,522,-194182.02527293237,-6,0.9316440035309824,1
PROJ-1840,Site Phase 9 Development,RESIDENTIAL,Delta Partners,964553,1604770.731284511,2022-08-18,131,2023-01-29,164,-640217.731284511,-33,0.6010534596602096,1
PROJ-1841,Site Phase 1 Development,RESIDENTIAL,Vertex Infra,1499214,3163149.878999088,2023-06-03,114,2023-12-15,195,-1663935.878999088,-81,0.473962365790392,1
PROJ-1842,Site Phase 2 Development,COMMERCIAL,Summit Const,1405824,1755422.084122812,2022-06-23,128,2022-11-13,143,-349598.0841228119,-15,0.8008467095835206,1
PROJ-1843,Site Phase 3 Development,RESIDENTIAL,Summit Const,1954340,3030089.5041424166,2023-10-15,380,2024-12-16,428,-1075749.5041424166,-48,0.644977647468246,1
PROJ-1844,Site Phase 4 Development,RESIDENTIAL,Summit Const,2905540,4458403.962776672,2022-06-17,220,2023-03-12,268,-1552863.962776672,-48,0.6516995822402876,1
PROJ-1845,Site Phase 9 Development,COMMERCIAL,Summit Const,3965142,6280828.319223984,2022-06-19,318,2023-06-23,369,-2315686.319223984,-51,0.6313087698741471,1
PROJ-1846,Site Phase 6 Development,RESIDENTIAL,Apex Build,1033068,1257204.7471794412,2023-01-28,197,2023-08-22,206,-224136.74717944115,-9,0.8217181825933322,1
PROJ-1847,Site Phase 1 Development,RESIDENTIAL,Delta Partners,1546686,1872863.743427106,2024-08-03,261,2025-06-06,307,-326177.74342710595,-46,0.8258401100604139,1
PROJ-1848,Site Phase 9 Development,INFRASTRUCTURE,Delta Partners,4285272,4341167.367672484,2024-03-05,524,2025-09-29,573,-55895.36767248437,-49,0.9871243463017062,1
PROJ-1849,Site Phase 6 Development,RESIDENTIAL,Vertex Infra,1370616,2102753.447732781,2023-09-26,191,2024-05-15,232,-732137.4477327811,-41,0.6518196422304373,1
PROJ-1850,Site Phase 4 Development,RESIDENTIAL,Apex Build,4430886,4756175.96504771,2022-07-13,443,2023-11-20,495,-325289.96504770964,-52,0.9316068271152691,1
PROJ-1851,Site Phase 4 Development,RESIDENTIAL,Vertex Infra,594486,1002531.6868057128,2023-06-01,101,2023-11-10,162,-408045.68680571276,-61,0.5929847483366472,1
PROJ-1852,Site Phase 3 Development,COMMERCIAL,Vertex Infra,4925648,7006985.184257647,2022-01-29,364,2023-04-18,444,-2081337.184257647,-80,0.7029625253192034,1
PROJ-1853,Site Phase 7 Development,RESIDENTIAL,Vertex Infra,1595620,2134559.8291987395,2022-06-14,190,2023-01-15,215,-538939.8291987395,-25,0.7475171125088379,1
PROJ-1854,Site Phase 3 Development,RESIDENTIAL,Vertex Infra,1795101,3499272.5122514204,2023-02-26,133,2023-09-30,216,-1704171.5122514204,-83,0.5129926273861529,1
PROJ-1855,Site Phase 2 Development,RESIDENTIAL,Delta Partners,7500668,7859253.311387222,2022-12-05,532,2024-06-24,567,-358585.31138722226,-35,0.9543741247189895,1
PROJ-1856,Site Phase 8 Development,COMMERCIAL,Apex Build,3015676,3403476.859686999,2023-10-10,394,2024-11-21,408,-387800.8596869991,-14,0.8860574419411028,1
PROJ-1857,Site Phase 4 Development,INFRASTRUCTURE,Vertex Infra,6617328,8057591.261994598,2023-05-11,534,2024-10-30,538,-1440263.2619945984,-4,0.8212538691571615,1
PROJ-1858,Site Phase 8 Development,RESIDENTIAL,Delta Partners,675326,1085260.7331747834,2022-12-31,106,2023-05-03,123,-409934.7331747834,-17,0.6222707404371162,1
PROJ-1859,Site Phase 1 Development,INFRASTRUCTURE,Vertex Infra,5084565,7668200.963996429,2024-04-12,419,2025-08-25,500,-2583635.963996429,-81,0.6630714327745112,1
PROJ-1860,Site Phase 5 Development,COMMERCIAL,Summit Const,776720,1564299.2146759045,2022-12-08,146,2023-07-12,216,-787579.2146759045,-70,0.496529048095778,1
PROJ-1861,Site Phase 9 Development,RESIDENTIAL,Vertex Infra,3861600,5899439.457815167,2023-05-15,400,2024-09-03,477,-2037839.4578151666,-77,0.6545706634694626,1
PROJ-1862,Site Phase 1 Development,RESIDENTIAL,Vertex Infra,4037600,5308774.570002017,2023-10-19,392,2024-12-23,431,-1271174.5700020166,-39,0.7605521663728257,1
PROJ-1863,Site Phase 4 Development,COMMERCIAL,Apex Build,1187861,1663401.2659532907,2023-05-26,101,2023-10-15,142,-475540.26595329074,-41,0.7141157243975284,1
PROJ-1864,Site Phase 6 Development,COMMERCIAL,Summit Const,4824578,6111179.168964573,2022-11-23,407,2024-01-15,418,-1286601.1689645732,-11,0.7894676079047828,1
PROJ-1865,Site Phase 8 Development,INFRASTRUCTURE,Apex Build,1775345,2418472.2223388385,2022-08-05,169,2023-02-11,190,-643127.2223388385,-21,0.7340770688212049,1
PROJ-1866,Site Phase 3 Development,RESIDENTIAL,Vertex Infra,4368515,5918617.3396950215,2022-10-28,305,2023-10-07,344,-1550102.3396950215,-39,0.7380972192105097,1
PROJ-1867,Site Phase 5 Development,COMMERCIAL,Apex Build,4944684,5846311.045363859,2022-05-12,428,2023-07-28,442,-901627.0453638593,-14,0.8457784681027446,1
PROJ-1868,Site Phase 7 Development,INFRASTRUCTURE,Summit Const,3191826,3990057.61601486,2024-03-14,353,2025-03-28,379,-798231.6160148601,-26,0.7999448396907842,1
PROJ-1869,Site Phase 1 Development,COMMERCIAL,Vertex Infra,3334142,4156295.345373256,2022-03-11,238,2022-12-14,278,-822153.3453732561,-40,0.8021908269130902,1
PROJ-1870,Site Phase 7 Development,INFRASTRUCTURE,Apex Build,2124660,3362465.323786646,2022-09-09,170,2023-04-29,232,-1237805.3237866461,-62,0.6318756612803699,1
PROJ-1871,Site Phase 8 Development,INFRASTRUCTURE,Delta Partners,3537344,6996311.716060907,2023-02-19,304,2024-10-13,602,-3458967.7160609066,-298,0.5056012572852615,1
PROJ-1872,Site Phase 8 Development,INFRASTRUCTURE,Apex Build,5723606,9597139.438250355,2024-02-26,463,2025-10-14,596,-3873533.4382503554,-133,0.596386666759055,1
PROJ-1873,Site Phase 9 Development,RESIDENTIAL,Apex Build,1438157,1726451.3635191715,2023-03-21,287,2024-03-02,347,-288294.3635191715,-60,0.8330133303428156,1
PROJ-1874,Site Phase 6 Development,INFRASTRUCTURE,Delta Partners,1501066,1586063.415369114,2024-05-25,289,2025-04-14,324,-84997.4153691139,-35,0.9464098253919229,1
PROJ-1875,Site Phase 6 Development,INFRASTRUCTURE,Delta Partners,859218,1432639.8355555811,2022-07-01,114,2022-12-18,170,-573421.8355555811,-56,0.5997445964266331,1
PROJ-1876,Site Phase 2 Development,RESIDENTIAL,Delta Partners,1395876,2457950.9849273334,2022-06-16,178,2023-02-26,255,-1062074.9849273334,-77,0.5679022928283769,1
PROJ-1877,Site Phase 3 Development,RESIDENTIAL,Vertex Infra,2580753,3073526.436214468,2022-04-01,357,2023-04-16,380,-492773.436214468,-23,0.8396716454401492,1
PROJ-1878,Site Phase 4 Development,COMMERCIAL,Apex Build,1858088,2162254.099563744,2023-12-15,232,2024-08-31,260,-304166.0995637439,-28,0.8593291604233229,1
PROJ-1879,Site Phase 4 Development,RESIDENTIAL,Apex Build,1921632,3704837.852847651,2024-05-07,148,2025-01-04,242,-1783205.852847651,-94,0.5186818091169564,1
PROJ-1880,Site Phase 8 Development,COMMERCIAL,Delta Partners,3531423,3988513.076024437,2023-06-15,499,2024-11-21,525,-457090.07602443686,-26,0.8853983759581797,1
PROJ-1881,Site Phase 1 Development,COMMERCIAL,Apex Build,5831630,8846128.740878504,2022-02-08,454,2023-06-27,504,-3014498.740878504,-50,0.6592296100159248,1
PROJ-1882,Site Phase 4 Development,INFRASTRUCTURE,Summit Const,1019705,1919264.7090027567,2022-05-06,115,2022-10-12,159,-899559.7090027567,-44,0.5312998229044888,1
PROJ-1883,Site Phase 4 Development,COMMERCIAL,Delta Partners,1342728,1795774.0413081755,2023-03-27,136,2023-09-01,158,-453046.04130817554,-22,0.7477154525643198,1
PROJ-1884,Site Phase 1 Development,INFRASTRUCTURE,Apex Build,5140395,5904287.595592328,2022-06-22,377,2023-08-03,407,-763892.5955923283,-30,0.8706207000887644,1
PROJ-1885,Site Phase 3 Development,COMMERCIAL,Apex Build,1880435,2634081.31775875,2023-10-15,355,2024-11-10,392,-753646.3177587502,-37,0.7138864648263774,1
PROJ-1886,Site Phase 5 Development,RESIDENTIAL,Vertex Infra,1139880,1136543.2757237738,2024-01-24,105,2024-05-17,114,3336.7242762262467,-9,1.002935853255655,0
PROJ-1887,Site Phase 6 Development,RESIDENTIAL,Vertex Infra,4042368,4805262.994208717,2022-08-08,288,2023-06-05,301,-762894.9942087168,-13,0.8412376190172828,1
PROJ-1888,Site Phase 9 Development,COMMERCIAL,Apex Build,2947350,3700795.7423623847,2023-09-30,490,2025-04-28,576,-753445.7423623847,-86,0.7964098008064,1
PROJ-1889,Site Phase 9 Development,RESIDENTIAL,Apex Build,3166464,4498286.38243813,2022-02-27,496,2023-07-30,518,-1331822.3824381297,-22,0.7039267247106076,1
PROJ-1890,Site Phase 9 Development,RESIDENTIAL,Summit Const,5412519,5472109.618130401,2023-10-22,371,2024-12-09,414,-59590.61813040078,-43,0.9891101198095589,1
PROJ-1891,Site Phase 1 Development,COMMERCIAL,Summit Const,2405375,3120756.00504125,2023-04-21,175,2023-10-31,193,-715381.00504125,-18,0.7707667616803019,1
PROJ-1892,Site Phase 9 Development,COMMERCIAL,Summit Const,2491650,4379024.23173691,2023-04-01,339,2024-07-13,469,-1887374.2317369096,-130,0.5689966230243271,1
PROJ-1893,Site Phase 8 Development,COMMERCIAL,Summit Const,3009120,3624168.7742384174,2024-04-08,480,2025-08-27,506,-615048.7742384174,-26,0.8302924580636662,1
PROJ-1894,Site Phase 2 Development,RESIDENTIAL,Apex Build,2247340,2319215.413372862,2024-06-13,359,2025-07-11,393,-71875.41337286215,-34,0.9690087376280702,1
PROJ-1895,Site Phase 1 Development,COMMERCIAL,Apex Build,5385224,9208207.898005657,2022-12-27,424,2024-06-02,523,-3822983.898005657,-99,0.5848286723811209,1
PROJ-1896,Site Phase 1 Development,COMMERCIAL,Apex Build,2755456,4573341.860687786,2024-07-23,206,2025-05-14,295,-1817885.8606877858,-89,0.6025038328504938,1
PROJ-1897,Site Phase 6 Development,RESIDENTIAL,Vertex Infra,918048,1281320.89952046,2022-01-01,96,2022-04-22,111,-363272.89952046005,-15,0.7164856206931327,1
PROJ-1898,Site Phase 9 Development,COMMERCIAL,Vertex Infra,2688722,3743464.947362602,2023-01-22,226,2023-11-27,309,-1054742.9473626022,-83,0.7182442036472909,1
PROJ-1899,Site Phase 7 Development,INFRASTRUCTURE,Delta Partners,4909120,6080188.145282823,2024-08-30,460,2026-01-11,499,-1171068.1452828227,-39,0.8073960678023805,1
PROJ-1900,Site Phase 5 Development,COMMERCIAL,Apex Build,2807145,3471166.943542232,2022-12-14,265,2023-10-04,294,-664021.9435422318,-29,0.8087035413904307,1
PROJ-1901,Site Phase 2 Development,INFRASTRUCTURE,Summit Const,4651635,4601181.885857069,2022-07-09,417,2023-09-22,440,50453.11414293107,-23,1.01096525097128,0
PROJ-1902,Site Phase 1 Development,RESIDENTIAL,Summit Const,4259372,4260489.504779601,2023-05-20,404,2024-07-17,424,-1117.5047796005383,-20,0.9997377050739482,1
PROJ-1903,Site Phase 2 Development,RESIDENTIAL,Delta Partners,3720960,5810879.455224084,2022-07-10,304,2023-07-05,360,-2089919.4552240837,-56,0.6403436912901008,1
PROJ-1904,Site Phase 1 Development,COMMERCIAL,Vertex Infra,1655793,2143046.060797981,2023-05-23,171,2023-12-26,217,-487253.060797981,-46,0.7726352831555341,1
PROJ-1905,Site Phase 3 Development,RESIDENTIAL,Summit Const,2146872,2422869.838381137,2023-01-04,312,2023-12-23,353,-275997.83838113677,-41,0.8860863947336324,1
PROJ-1906,Site Phase 6 Development,COMMERCIAL,Vertex Infra,6321693,8360117.818347691,2023-02-13,461,2024-07-26,529,-2038424.8183476906,-68,0.7561727163851659,1
PROJ-1907,Site Phase 8 Development,COMMERCIAL,Delta Partners,4510208,6562147.1092499895,2024-04-03,512,2025-11-04,580,-2051939.1092499895,-68,0.68730674959152,1
PROJ-1908,Site Phase 3 Development,RESIDENTIAL,Vertex Infra,5306237,5161307.370741621,2024-07-17,491,2025-12-12,513,144929.62925837934,-22,1.0280800229182154,0
PROJ-1910,Site Phase 5 Development,COMMERCIAL,Vertex Infra,2343552,2471430.62119042,2022-04-27,192,2022-11-24,211,-127878.62119041989,-19,0.9482572482132537,1
PROJ-1911,Site Phase 7 Development,RESIDENTIAL,Summit Const,3314110,3740848.204768649,2022-05-14,362,2023-08-02,445,-426738.20476864884,-83,0.8859247471670558,1
PROJ-1912,Site Phase 8 Development,COMMERCIAL,Apex Build,996319,1451648.972190475,2022-02-27,103,2022-08-08,162,-455329.9721904751,-59,0.6863360351480827,1
PROJ-1913,Site Phase 3 Development,RESIDENTIAL,Apex Build,1589432,3325824.480593056,2023-07-10,248,2024-08-07,394,-1736392.480593056,-146,0.4779061580894296,1
PROJ-1914,Site Phase 2 Development,RESIDENTIAL,Vertex Infra,3587526,3597418.237302203,2023-11-16,241,2024-07-25,252,-9892.237302203197,-11,0.9972501842572462,1
PROJ-1915,Site Phase 2 Development,RESIDENTIAL,Vertex Infra,2008809,1928538.3674484943,2023-11-03,197,2024-05-26,205,80270.6325515057,-8,1.041622522997925,0
PROJ-1916,Site Phase 5 Development,INFRASTRUCTURE,Vertex Infra,3449204,4235682.067994938,2022-06-22,277,2023-04-22,304,-786478.0679949382,-27,0.8143207976024422,1
PROJ-1917,Site Phase 1 Development,COMMERCIAL,Apex Build,5350020,7417276.850636592,2024-04-08,390,2025-05-22,409,-2067256.8506365921,-19,0.7212916691306772,1
PROJ-1918,Site Phase 2 Development,RESIDENTIAL,Delta Partners,1341164,1530929.8626847616,2024-03-25,187,2024-10-18,207,-189765.86268476164,-20,0.876045358242622,1
PROJ-1919,Site Phase 9 Development,RESIDENTIAL,Summit Const,1161380,1935189.4498066865,2022-05-29,220,2023-04-24,330,-773809.4498066865,-110,0.6001376248284191,1
PROJ-1921,Site Phase 6 Development,COMMERCIAL,Vertex Infra,1993940,2457866.0952983024,2024-06-04,260,2025-03-16,285,-463926.09529830236,-25,0.8112484255404494,1
PROJ-1922,Site Phase 9 Development,RESIDENTIAL,Apex Build,6579225,8736212.34300256,2022-08-01,513,2024-02-25,573,-2156987.3430025596,-60,0.7530981095336767,1
PROJ-1923,Site Phase 7 Development,RESIDENTIAL,Apex Build,4064496,5491411.936153837,2022-07-22,272,2023-05-28,310,-1426915.9361538365,-38,0.740154999707918,1
PROJ-1924,Site Phase 5 Development,RESIDENTIAL,Apex Build,4068393,5075100.892440762,2024-02-03,453,2025-07-17,530,-1006707.8924407624,-77,0.8016378563152845,1
PROJ-1926,Site Phase 6 Development,INFRASTRUCTURE,Apex Build,1065688,1504362.2611897355,2023-11-07,104,2024-04-09,154,-438674.2611897355,-50,0.7083985204183421,1
PROJ-1927,Site Phase 6 Development,RESIDENTIAL,Summit Const,4383555,4912551.068380135,2022-08-15,465,2023-12-09,481,-528996.0683801351,-16,0.8923174413829419,1
PROJ-1928,Site Phase 4 Development,COMMERCIAL,Delta Partners,1035555,1057543.6568950228,2023-10-21,93,2024-01-29,100,-21988.65689502284,-7,0.9792078022012045,1
PROJ-1929,Site Phase 1 Development,COMMERCIAL,Delta Partners,4630974,7571116.679639904,2023-06-16,438,2024-12-25,558,-2940142.679639904,-120,0.6116632718728959,1
PROJ-1930,Site Phase 5 Development,COMMERCIAL,Apex Build,4547238,6567301.159312058,2023-03-17,498,2024-08-18,520,-2020063.1593120582,-22,0.6924058893739441,1
PROJ-1931,Site Phase 9 Development,COMMERCIAL,Delta Partners,7241400,10937638.992148492,2023-02-06,486,2024-07-20,530,-3696238.9921484925,-44,0.6620624437502635,1
PROJ-1932,Site Phase 8 Development,RESIDENTIAL,Apex Build,3644511,5424920.122257874,2022-02-16,299,2023-01-16,334,-1780409.1222578743,-35,0.6718091543960171,1
PROJ-1933,Site Phase 8 Development,COMMERCIAL,Apex Build,2383750,3204817.4401534577,2022-08-21,250,2023-05-28,280,-821067.4401534577,-30,0.7438021180656886,1
PROJ-1934,Site Phase 5 Development,INFRASTRUCTURE,Vertex Infra,816480,2022460.0928239145,2022-11-01,105,2023-05-28,208,-1205980.0928239145,-103,0.40370635885327544,1
PROJ-1935,Site Phase 9 Development,COMMERCIAL,Delta Partners,7370165,7833362.313566844,2023-06-10,515,2024-11-16,525,-463197.313566844,-10,0.9408686468179037,1
PROJ-1936,Site Phase 3 Development,RESIDENTIAL,Vertex Infra,2501309,3919663.4871663344,2022-05-23,197,2023-02-01,254,-1418354.4871663344,-57,0.6381438121383951,1
PROJ-1937,Site Phase 3 Development,RESIDENTIAL,Summit Const,6304806,9601731.7082791,2023-02-19,471,2024-11-16,636,-3296925.7082790993,-165,0.6566321775647695,1
PROJ-1938,Site Phase 1 Development,COMMERCIAL,Apex Build,3051818,3792249.569189287,2023-05-28,539,2025-01-04,587,-740431.5691892868,-48,0.8047513604576458,1
PROJ-1939,Site Phase 9 Development,COMMERCIAL,Summit Const,5468400,9301318.652932417,2023-01-08,400,2024-06-23,532,-3832918.6529324166,-132,0.5879166389247382,1
PROJ-1940,Site Phase 6 Development,RESIDENTIAL,Apex Build,4121904,4440094.785472125,2023-07-20,316,2024-06-11,327,-318190.7854721248,-11,0.9283369385461687,1
PROJ-1941,Site Phase 2 Development,INFRASTRUCTURE,Apex Build,2387462,2909089.2819494125,2024-06-04,259,2025-03-29,298,-521627.28194941254,-39,0.8206905215367387,1
PROJ-1942,Site Phase 8 Development,RESIDENTIAL,Summit Const,1797645,2886996.3838575142,2022-09-16,123,2023-02-08,145,-1089351.3838575142,-22,0.6226696403401943,1
PROJ-1943,Site Phase 9 Development,RESIDENTIAL,Apex Build,5060180,5303307.059361021,2023-10-18,503,2025-05-08,568,-243127.05936102103,-65,0.9541555756361739,1
PROJ-1944,Site Phase 9 Development,INFRASTRUCTURE,Summit Const,3697160,6549025.669609445,2023-04-16,340,2024-09-24,527,-2851865.669609445,-187,0.5645358846517519,1
PROJ-1945,Site Phase 2 Development,INFRASTRUCTURE,Apex Build,3555216,5224154.438979035,2024-08-10,336,2025-08-09,364,-1668938.4389790352,-28,0.6805342455945467,1
PROJ-1946,Site Phase 2 Development,RESIDENTIAL,Apex Build,2511012,3533413.802598839,2024-08-28,358,2025-10-20,418,-1022401.8025988392,-60,0.7106475890690022,1
PROJ-1947,Site Phase 7 Development,INFRASTRUCTURE,Apex Build,2021470,2577821.4719063034,2022-01-12,230,2022-09-19,250,-556351.4719063034,-20,0.7841776562226861,1
PROJ-1948,Site Phase 4 Development,COMMERCIAL,Vertex Infra,5119389,5940499.913812513,2022-11-26,363,2024-01-11,411,-821110.9138125135,-48,0.8617774723128414,1
PROJ-1949,Site Phase 1 Development,INFRASTRUCTURE,Apex Build,6134740,7029857.873111827,2024-01-06,505,2025-06-29,540,-895117.8731118273,-35,0.8726691365218746,1
PROJ-1950,Site Phase 8 Development,INFRASTRUCTURE,Apex Build,2361710,5992520.863480799,2024-02-23,185,2025-02-11,354,-3630810.863480799,-169,0.3941095999168843,1
PROJ-1951,Site Phase 2 Development,RESIDENTIAL,Apex Build,2327024,3161937.3826664123,2024-08-25,316,2025-08-24,364,-834913.3826664123,-48,0.7359487929004012,1
PROJ-1952,Site Phase 3 Development,COMMERCIAL,Vertex Infra,4038372,4943542.821506996,2022-12-24,468,2024-05-02,495,-905170.8215069957,-27,0.8168983552506051,1
PROJ-1953,Site Phase 5 Development,RESIDENTIAL,Delta Partners,1397632,1555613.3169107682,2024-08-29,128,2025-01-26,150,-157981.31691076816,-22,0.8984443529806642,1
PROJ-1954,Site Phase 3 Development,RESIDENTIAL,Delta Partners,4173925,3896606.214601846,2023-02-12,391,2024-03-20,402,277318.78539815405,-11,1.0711693125055723,0
PROJ-1955,Site Phase 7 Development,COMMERCIAL,Vertex Infra,1636896,2606973.1837477386,2023-10-30,118,2024-03-14,136,-970077.1837477386,-18,0.6278913838487695,1
PROJ-1956,Site Phase 7 Development,INFRASTRUCTURE,Summit Const,6226330,6980003.261600614,2023-01-08,535,2024-07-12,551,-753673.2616006136,-16,0.8920239384776755,1
PROJ-1957,Site Phase 2 Development,INFRASTRUCTURE,Apex Build,3927957,5740368.792424773,2022-01-08,407,2023-05-18,495,-1812411.7924247729,-88,0.6842691022192675,1
PROJ-1958,Site Phase 7 Development,COMMERCIAL,Vertex Infra,1873406,2003231.1506464211,2022-05-02,334,2023-05-17,380,-129825.15064642113,-46,0.9351921266776787,1
PROJ-1959,Site Phase 6 Development,RESIDENTIAL,Delta Partners,4205500,5863998.541449261,2022-12-14,325,2023-12-14,365,-1658498.541449261,-40,0.7171727568268852,1
PROJ-1960,Site Phase 9 Development,COMMERCIAL,Apex Build,2429284,3609813.52946867,2023-11-07,274,2024-08-31,298,-1180529.52946867,-24,0.6729666172971454,1
PROJ-1961,Site Phase 9 Development,COMMERCIAL,Delta Partners,1938931,2921970.8589114537,2022-03-31,361,2023-07-02,458,-983039.8589114537,-97,0.663569588343645,1
PROJ-1962,Site Phase 2 Development,INFRASTRUCTURE,Apex Build,6346942,6967523.788814844,2023-10-10,529,2025-06-04,603,-620581.7888148436,-74,0.9109322325083294,1
PROJ-1963,Site Phase 7 Development,RESIDENTIAL,Apex Build,1824875,2286845.650426571,2023-11-29,325,2024-11-05,342,-461970.6504265708,-17,0.7979878308182284,1
PROJ-1964,Site Phase 5 Development,COMMERCIAL,Apex Build,3906808,5991281.284436744,2022-11-12,328,2023-12-09,392,-2084473.2844367437,-64,0.6520822198998606,1
PROJ-1965,Site Phase 6 Development,RESIDENTIAL,Vertex Infra,5130660,6328234.300630625,2022-06-27,466,2023-11-30,521,-1197574.3006306253,-55,0.8107569594078898,1
PROJ-1966,Site Phase 1 Development,RESIDENTIAL,Apex Build,2574815,3595819.689376601,2023-06-24,355,2024-06-28,370,-1021004.689376601,-15,0.7160578734264592,1
PROJ-1967,Site Phase 7 Development,COMMERCIAL,Summit Const,5000826,6670476.822704422,2024-01-02,503,2025-07-03,548,-1669650.8227044223,-45,0.749695431513771,1
PROJ-1968,Site Phase 6 Development,COMMERCIAL,Vertex Infra,2920272,4305323.618662624,2024-05-18,498,2025-11-13,544,-1385051.6186626237,-46,0.6782932617054077,1
PROJ-1969,Site Phase 4 Development,RESIDENTIAL,Apex Build,2808064,3554584.322070205,2022-02-10,448,2023-05-24,468,-746520.3220702051,-20,0.7899837915125253,1
PROJ-1970,Site Phase 1 Development,COMMERCIAL,Vertex Infra,5342766,6890972.605559224,2024-01-10,429,2025-08-05,573,-1548206.6055592243,-144,0.7753282890269766,1
PROJ-1971,Site Phase 9 Development,COMMERCIAL,Summit Const,6680528,8491694.790068964,2023-12-05,478,2025-07-03,576,-1811166.7900689635,-98,0.7867131550480214,1
PROJ-1972,Site Phase 4 Development,INFRASTRUCTURE,Apex Build,1473934,1992554.6627713237,2024-07-11,154,2025-02-04,208,-518620.6627713237,-54,0.7397207351641708,1
PROJ-1973,Site Phase 2 Development,RESIDENTIAL,Delta Partners,2720914,4211705.109262158,2023-05-17,266,2024-03-16,304,-1490791.1092621582,-38,0.646036208474404,1
PROJ-1974,Site Phase 8 Development,INFRASTRUCTURE,Summit Const,665804,1213689.801295848,2024-08-16,92,2024-12-25,131,-547885.8012958481,-39,0.5485783923446714,1
PROJ-1975,Site Phase 2 Development,RESIDENTIAL,Apex Build,4689972,6524601.452144357,2022-05-25,518,2023-12-28,582,-1834629.4521443574,-64,0.7188135603989431,1
PROJ-1976,Site Phase 5 Development,COMMERCIAL,Apex Build,1370985,1695815.97455386,2022-07-20,231,2023-04-18,272,-324830.97455386,-41,0.8084515186623846,1
PROJ-1977,Site Phase 6 Development,INFRASTRUCTURE,Vertex Infra,5298210,5425489.471857632,2024-07-17,465,2025-11-09,480,-127279.47185763158,-15,0.9765404628434285,1
PROJ-1978,Site Phase 8 Development,RESIDENTIAL,Apex Build,3184077,4778505.591413434,2023-12-25,247,2024-10-10,290,-1594428.5914134337,-43,0.6663332163347291,1
PROJ-1979,Site Phase 1 Development,RESIDENTIAL,Vertex Infra,2199225,3003252.983327913,2023-04-06,413,2024-08-14,496,-804027.9833279131,-83,0.7322809674072254,1
PROJ-1980,Site Phase 1 Development,COMMERCIAL,Apex Build,3460610,4086953.441460913,2024-01-02,235,2024-10-02,274,-626343.441460913,-39,0.8467456381795674,1
PROJ-1981,Site Phase 4 Development,INFRASTRUCTURE,Apex Build,6834090,8458360.586848805,2024-01-22,535,2025-07-23,548,-1624270.5868488047,-13,0.8079686281790532,1
PROJ-1982,Site Phase 5 Development,RESIDENTIAL,Delta Partners,3384902,3783269.9972013272,2024-07-13,382,2025-10-20,464,-398367.99720132723,-82,0.8947027313683613,1
PROJ-1983,Site Phase 9 Development,COMMERCIAL,Summit Const,1690370,1997499.745774047,2024-06-27,242,2025-03-23,269,-307129.745774047,-27,0.8462429112074646,1
